devicekey,devicename,productname,productid,numberofcpu,virtualserialnumber,memorysize,romversion,serialnumber,assettag,osname,ipaddress,iplongvalue,osvendor,snapshotid,deviceowner,location,producttype,devicestatus,deviceboottime,productsubtype,producttypestr,serverrole,ipxaddress
1878,osdc-oragwdev1-rac,"","",0,,0,"","","","",,,"",,,"",11,0,,None,Unknown,,
1881,sc9-stage-ebiz,"","",0,,0,"","","","",10.113.66.37,175194661,"",,,"",11,1,,None,Unknown,,
1892,view-vmg1-2,"","",0,,0,"","","","",10.113.89.189,175200701,"",,,"",11,1,,None,Unknown,,
1896,osdc-oragw1-rac,"","",0,,0,"","","","",10.16.66.11,168837643,"",,,"",11,1,,None,Unknown,,
1898,view-vmg1-2-vmotion,"","",0,,0,"","","","",10.113.89.191,175200703,"",,,"",11,1,,None,Unknown,,
1914,sc9-vf-dev1-01-ilo,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE11180V4,"",Embedded,10.119.1.2,175571202,HP,,,"",12,1,,ILO3,MgmtProc,,
1915,USE11180V4,ProLiant BL490c G7,"",0,,0,"",USE11180V4,"","",,,"",,,"",1,9,,HPProLiant,Server,,
1916,sc9-vf-dev1-02-ilo,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE11180V2,"",Embedded,10.119.1.18,175571218,HP,,,"",12,1,,ILO3,MgmtProc,,
1917,USE11180V2,ProLiant BL490c G7,"",0,,0,"",USE11180V2,"","",,,"",,,"",1,9,,HPProLiant,Server,,
1918,sc9-vf-prod1-02-ilo,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE11180V3,"",Embedded,10.119.1.17,175571217,HP,,,"",12,1,,ILO3,MgmtProc,,
1919,USE11180V3,ProLiant BL490c G7,"",0,,0,"",USE11180V3,"","",,,"",,,"",1,9,,HPProLiant,Server,,
1920,sc9-vf-view1-01-ilo,Integrated Lights-Out 3 (iLO 3),603719-B21,0,,150994944,"01/29/2011, Family I28, Type 03",ILOUSE11180TY,"",Embedded,10.119.1.10,175571210,HP,,,SC9,12,1,,ILO3,MgmtProc,,
1921,USE11180TY,ProLiant BL490c G7,"",0,,0,"",USE11180TY,"","",,,"",,,"",1,9,,HPProLiant,Server,,
1922,sc9-vf-cat1-01-ilo,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE11180TW,"",Embedded,10.119.1.9,175571209,HP,,,"",12,1,,ILO3,MgmtProc,,
1923,USE11180TW,ProLiant BL490c G7,"",0,,0,"",USE11180TW,"","",,,"",,,"",1,9,,HPProLiant,Server,,
1924,sc9-vf-prod1-01-ilo,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE11180V1,"",Embedded,10.119.1.1,175571201,HP,,,"",12,1,,ILO3,MgmtProc,,
1925,USE11180V1,ProLiant BL490c G7,"",0,,0,"",USE11180V1,"","",,,"",,,"",1,9,,HPProLiant,Server,,
1926,sc9-vf-cat1-02-ilo,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE11180V0,"",Embedded,10.119.1.25,175571225,HP,,,"",12,1,,ILO3,MgmtProc,,
1927,USE11180V0,ProLiant BL490c G7,"",0,,0,"",USE11180V0,"","",,,"",,,"",1,9,,HPProLiant,Server,,
1928,sc9-vf-view1-02-ilo,Integrated Lights-Out 3 (iLO 3),603719-B21,0,,150994944,"01/29/2011, Family I28, Type 03",ILOUSE11180TX,"",Embedded,10.119.1.26,175571226,HP,,,SC9,12,1,,ILO3,MgmtProc,,
1929,USE11180TX,ProLiant BL490c G7,"",0,,0,"",USE11180TX,"","",,,"",,,"",1,9,,HPProLiant,Server,,
1942,sc9-fab73sw1,Brocade 4/24 SAN Switch for HP c-Class BladeSystem,"",0,,0,"",CN8801704H,"","",10.113.89.109,175200621,"",,,"",8,1,,c-Class,Switch,,
1965,10.128.204.64,"","",0,,0,"","","","",10.128.204.64,176213056,"",,,"",11,1,,None,Unknown,,
1966,10.128.204.65,"","",0,,0,"","","","",10.128.204.65,176213057,"",,,"",11,1,,None,Unknown,,
1986,sc9-k05-bc1-flex10-1,HP VC Flex-10 Enet Module,"",0,,0,"",3C4034005W,"","",,,"",,,"",8,1,,c-Class,Switch,,
1997,osdc-fab31sw1,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,"",0,,0,"",CN87046007,"","",10.16.66.145,168837777,"",,,"",8,1,,c-Class,Switch,,
2037,sc9-prod-imperva-2,"","",0,,0,"","","","",10.113.66.68,175194692,"",,,"",11,1,,None,Unknown,,
2040,osdc-fab35sw1,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,"",0,,0,"",CN8704600P,"","",10.16.66.161,168837793,"",,,"",8,1,,c-Class,Switch,,
2041,osdc-fab36sw1,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,"",0,,0,"",CN87046006,"","",10.16.66.162,168837794,"",,,"",8,1,,c-Class,Switch,,
2056,temp-sc9-prod-vmg4-4-vmotion,"","",0,,0,"","","","",10.113.196.24,175227928,"",,,"",11,1,,None,Unknown,,
2065,10.113.192.20,"","",0,,0,"","","","",10.113.192.20,175226900,"",,,"",11,1,,None,Unknown,,
2066,10.113.192.10,"","",0,,0,"","","","",10.113.192.10,175226890,"",,,"",0,5,,None,Unmanaged,,
2067,10.113.192.25,"","",0,,0,"","","","",10.113.192.25,175226905,"",,,"",11,1,,None,Unknown,,
2068,sc9-prod-vmg3-2,"","",0,,0,"","","","",10.113.192.52,175226932,"",,,"",11,1,,None,Unknown,,
2069,temp-sc9-mail-vmg1-7-vmotion,"","",0,,0,"","","","",10.113.196.7,175227911,"",,,"",0,1,,None,Unmanaged,,
2070,temp-sc9-mail-vmg1-4-vmotion,"","",0,,0,"","","","",10.113.196.4,175227908,"",,,"",0,1,,None,Unmanaged,,
2071,temp-sc9-mail-vmg1-3-vmotion,"","",0,,0,"","","","",10.113.196.3,175227907,"",,,"",0,1,,None,Unmanaged,,
2072,temp-sc9-mail-vmg1-8-vmotion,"","",0,,0,"","","","",10.113.196.8,175227912,"",,,"",0,1,,None,Unmanaged,,
2073,temp-sc9-mail-vmg1-12-vmotion,"","",0,,0,"","","","",10.113.196.12,175227916,"",,,"",0,1,,None,Unmanaged,,
2074,temp-sc9-prod-vmg3-2-vmotion,"","",0,,0,"","","","",10.113.196.14,175227918,"",,,"",11,1,,None,Unknown,,
2112,10.128.200.104,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE718N6QZ,"",Embedded,10.128.200.104,176212072,HP,,,"",12,1,,ILO2,MgmtProc,,
2113,USE718N6QZ,ProLiant DL385 G2,"",0,,0,"",USE718N6QZ,"","",,,"",,,"",1,9,,HPProLiant,Server,,
2114,10.128.200.105,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE721N0QC,"",Embedded,10.128.200.105,176212073,HP,,,"",12,1,,ILO2,MgmtProc,,
2115,USE721N0QC,ProLiant DL385 G2,"",0,,0,"",USE721N0QC,"","",,,"",,,"",1,9,,HPProLiant,Server,,
2145,wdc-itadmin1-ilo,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE708NA5H,"",Embedded,10.128.201.1,176212225,HP,,,"",12,1,,ILO2,MgmtProc,,
2146,USE708NA5H,ProLiant DL385 G2,"",0,,0,"",USE708NA5H,"","",,,"",,,"",1,9,,HPProLiant,Server,,
2149,esrs2-gateway,"","",0,,0,"","","","",10.113.192.131,175227011,"",,,"",0,1,,None,Unmanaged,,
2150,esrs2-policy,"","",0,,0,"","","","",10.113.192.132,175227012,"",,,"",0,1,,None,Unmanaged,,
2187,10.128.200.114,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE05158EE,"",Embedded,10.128.200.114,176212082,HP,,,"",12,1,,ILO3,MgmtProc,,
2241,sc9-federal-fab2,HP B-series 8/24c SAN Switch BladeSystem c-Class,"",0,,0,"",CN8029B07B,"","",10.113.58.144,175192720,"",,,"",8,1,,c-Class,Switch,,
2261,wdc-fab2sw72,"","",0,,0,"","","","",10.128.201.35,176212259,"",,,"",11,1,,None,Unknown,,
2279,wdc-itfastta,"","",0,,0,"","","","",10.128.201.5,176212229,"",,,"",0,5,,None,Unmanaged,,
2285,wdc-fab1sw82,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,"",0,,0,"",CN884160AC,"","",10.128.201.60,176212284,"",,,"",8,1,,c-Class,Switch,,
2286,wdc-fab2sw82,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,"",0,,0,"",CN884160AJ,"","",10.128.201.61,176212285,"",,,"",8,1,,c-Class,Switch,,
2287,wdc-fab1sw81,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,"",0,,0,"",CN8742602F,"","",10.128.201.62,176212286,"",,,"",8,1,,c-Class,Switch,,
2288,wdc-fab2sw81,Brocade 4/12 SAN Switch for HP c-Class BladeSystem,"",0,,0,"",CN884160AE,"","",10.128.201.63,176212287,"",,,"",8,1,,c-Class,Switch,,
2301,sc9-federal-fab1,HP B-series 8/24c SAN Switch BladeSystem c-Class,"",0,,0,"",CN8029B08J,"","",10.113.58.143,175192719,"",,,"",8,1,,c-Class,Switch,,
2309,k13-bay7,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE11285T1,"",Embedded,10.113.50.89,175190617,HP,,,"",12,1,,ILO3,MgmtProc,,
2310,k13-bay8,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE11285T7,"",Embedded,10.113.50.90,175190618,HP,,,"",12,1,,ILO3,MgmtProc,,
2311,wdc-f07-bay7,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE11285TD,"",Embedded,10.128.202.113,176212593,HP,,,"",12,1,,ILO3,MgmtProc,,
2312,k13-bay16,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE11285T3,"",Embedded,10.113.50.98,175190626,HP,,,"",12,1,,ILO3,MgmtProc,,
2313,USE11285T1,ProLiant BL490c G7,"",0,,0,"",USE11285T1,"","",,,"",,,"",1,1,,HPProLiant,Server,,
2314,USE11285T7,ProLiant BL490c G7,"",0,,0,"",USE11285T7,"","",,,"",,,"",1,1,,HPProLiant,Server,,
2315,USE11285TD,ProLiant BL490c G7,"",0,,0,"",USE11285TD,"","",,,"",,,"",1,1,,HPProLiant,Server,,
2316,USE11285T3,ProLiant BL490c G7,"",0,,0,"",USE11285T3,"","",,,"",,,"",1,1,,HPProLiant,Server,,
2320,temp-sc9-mail-vmg1-10-vmotion,"","",0,,0,"","","","",10.113.196.10,175227914,"",,,"",0,1,,None,Unmanaged,,
2327,k13-bay15,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE11285SK,"",Embedded,10.113.50.97,175190625,HP,,,"",12,1,,ILO3,MgmtProc,,
2328,USE11285SK,ProLiant BL490c G7,"",0,,0,"",USE11285SK,"","",,,"",,,"",1,1,,HPProLiant,Server,,
2333,wdc-f07-bay6,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE11285SX,"",Embedded,10.128.202.112,176212592,HP,,,"",12,1,,ILO3,MgmtProc,,
2334,wdc-lt-vmg1-1-ilo,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE11285SS,"",Embedded,10.128.202.111,176212591,HP,,,"",12,1,,ILO3,MgmtProc,,
2335,USE11285SX,ProLiant BL490c G7,"",0,,0,"",USE11285SX,"","",,,"",,,"",1,1,,HPProLiant,Server,,
2336,USE11285SS,ProLiant BL490c G7,"",0,,0,"",USE11285SS,"","",,,"",,,"",1,1,,HPProLiant,Server,,
2338,ora-lt-fmwsoax-r11-ilo,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE11285SH,"",Embedded,10.128.202.114,176212594,HP,,,"",12,1,,ILO3,MgmtProc,,
2339,USE11285SH,ProLiant BL490c G7,"",0,,0,"",USE11285SH,"","",,,"",,,"",1,1,,HPProLiant,Server,,
2340,ora-lt-ebs-ccm-13-ilo,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE11285SW,"",Embedded,10.128.202.129,176212609,HP,,,"",12,1,,ILO3,MgmtProc,,
2341,USE11285SW,ProLiant BL490c G7,"",0,,0,"",USE11285SW,"","",,,"",,,"",1,1,,HPProLiant,Server,,
2342,ora-lt-ebs-ccm-12-ilo,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE11285SJ,"",Embedded,10.128.202.128,176212608,HP,,,"",12,1,,ILO3,MgmtProc,,
2343,USE11285SJ,ProLiant BL490c G7,"",0,,0,"",USE11285SJ,"","",,,"",,,"",1,1,,HPProLiant,Server,,
2344,10.113.192.125,"","",0,,0,"","","","",10.113.192.125,175227005,"",,,"",11,5,,None,Unknown,,
2345,sc9-prod-vmg4-15,"","",0,,0,"","","","",10.113.192.121,175227001,"",,,"",11,5,,None,Unknown,,
2349,sc9-stage-vmg3-1,"","",0,,0,"","","","",10.113.50.65,175190593,"",,,"",11,1,,None,Unknown,,
2350,sc9-stage-vmg3-2,"","",0,,0,"","","","",10.113.50.66,175190594,"",,,"",11,1,,None,Unknown,,
2351,sc9-stage-vmg3-3,"","",0,,0,"","","","",10.113.50.67,175190595,"",,,"",11,1,,None,Unknown,,
2352,sc9-stage-vmg3-4,"","",0,,0,"","","","",10.113.50.68,175190596,"",,,"",11,1,,None,Unknown,,
2353,sc9-prod-vmg4-12,"","",0,,0,"","","","",10.113.192.118,175226998,"",,,"",11,5,,None,Unknown,,
2354,sc9-prod-vmg4-11,"","",0,,0,"","","","",10.113.192.117,175226997,"",,,"",11,5,,None,Unknown,,
2355,sc9-prod-vmg4-13,"","",0,,0,"","","","",10.113.192.119,175226999,"",,,"",11,5,,None,Unknown,,
2356,10.113.192.126,"","",0,,0,"","","","",10.113.192.126,175227006,"",,,"",11,5,,None,Unknown,,
2357,sc9-prod-vmg4-16,"","",0,,0,"","","","",10.113.192.122,175227002,"",,,"",11,5,,None,Unknown,,
2363,sc9-prod-vmg4-14,"","",0,,0,"","","","",10.113.192.120,175227000,"",,,"",11,5,,None,Unknown,,
2375,wdc-devtest4-4,ProLiant BL685c G7,"",4,,0,"",USE05158E6,Asset Tag: unknown,VMware ESXi Alternate Boot Bank,10.128.68.94,176178270,VMware,-1,,"",1,1,,VMHost,Server,,
2376,10.128.200.119,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE05158E9,"",Embedded,10.128.200.119,176212087,HP,,,"",12,1,,ILO3,MgmtProc,,
2377,wdc-devtest4-6,ProLiant BL685c G7,"",4,,0,"",USE05158E9,Asset Tag: unknown,VMware ESXi Alternate Boot Bank,10.128.68.96,176178272,VMware,-1,,"",1,1,,VMHost,Server,,
2378,10.128.200.120,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE05158E8,"",Embedded,10.128.200.120,176212088,HP,,,"",12,1,,ILO3,MgmtProc,,
2379,wdc-devtest4-7,ProLiant BL685c G7,"",4,,0,"",USE05158E8,Asset Tag: unknown,VMware ESXi Alternate Boot Bank,10.128.68.97,176178273,VMware,-1,,"",1,1,,VMHost,Server,,
2380,10.128.200.110,HP B-series 8/12c SAN Switch BladeSystem c-Class,"",0,,0,"",CN8038A04K,"","",10.128.200.110,176212078,"",,,"",8,1,,c-Class,Switch,,
2437,10.128.204.231,"","",0,,0,"","","","",10.128.204.231,176213223,"",,,"",11,1,,None,Unknown,,
2438,10.128.204.230,"","",0,,0,"","","","",10.128.204.230,176213222,"",,,"",11,1,,None,Unknown,,
2439,10.128.204.229,"","",0,,0,"","","","",10.128.204.229,176213221,"",,,"",11,1,,None,Unknown,,
2440,10.128.204.233,"","",0,,0,"","","","",10.128.204.233,176213225,"",,,"",11,1,,None,Unknown,,
2441,10.128.204.232,"","",0,,0,"","","","",10.128.204.232,176213224,"",,,"",11,1,,None,Unknown,,
2442,10.128.204.235,"","",0,,0,"","","","",10.128.204.235,176213227,"",,,"",11,1,,None,Unknown,,
2443,10.128.204.234,"","",0,,0,"","","","",10.128.204.234,176213226,"",,,"",11,1,,None,Unknown,,
2444,10.128.204.237,"","",0,,0,"","","","",10.128.204.237,176213229,"",,,"",11,1,,None,Unknown,,
2445,10.128.204.236,"","",0,,0,"","","","",10.128.204.236,176213228,"",,,"",11,1,,None,Unknown,,
2446,10.128.204.239,"","",0,,0,"","","","",10.128.204.239,176213231,"",,,"",11,1,,None,Unknown,,
2447,10.128.204.240,"","",0,,0,"","","","",10.128.204.240,176213232,"",,,"",11,1,,None,Unknown,,
2448,10.128.204.238,"","",0,,0,"","","","",10.128.204.238,176213230,"",,,"",11,1,,None,Unknown,,
2449,10.128.204.241,"","",0,,0,"","","","",10.128.204.241,176213233,"",,,"",11,1,,None,Unknown,,
2476,10.128.200.115,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE05158ED,"",Embedded,10.128.200.115,176212083,HP,,,"",12,1,,ILO3,MgmtProc,,
2480,10.128.200.121,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE05158EM,"",Embedded,10.128.200.121,176212089,HP,,,"",12,1,,ILO3,MgmtProc,,
2481,wdc-devtest4-8,ProLiant BL685c G7,"",4,,0,"",USE05158EM,Asset Tag: unknown,VMware ESXi Alternate Boot Bank,10.128.68.98,176178274,VMware,-1,,"",1,1,,VMHost,Server,,
2483,10.128.200.123,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE05158E7,"",Embedded,10.128.200.123,176212091,HP,,,"",12,1,,ILO3,MgmtProc,,
2484,10.128.200.124,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE05158EB,"",Embedded,10.128.200.124,176212092,HP,,,"",12,1,,ILO3,MgmtProc,,
2485,10.128.200.125,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE05158EJ,"",Embedded,10.128.200.125,176212093,HP,,,"",12,1,,ILO3,MgmtProc,,
2486,10.128.200.126,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE05158EC,"",Embedded,10.128.200.126,176212094,HP,,,"",12,1,,ILO3,MgmtProc,,
2487,10.128.200.127,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE05158EL,"",Embedded,10.128.200.127,176212095,HP,,,"",12,1,,ILO3,MgmtProc,,
2490,wdc-devtest4-10,ProLiant BL685c G7,"",4,,0,"",USE05158E7,Asset Tag: unknown,VMware ESXi Alternate Boot Bank,10.128.68.100,176178276,VMware,-1,,"",1,1,,VMHost,Server,,
2491,wdc-devtest4-12,ProLiant BL685c G7,"",4,,0,"",USE05158EJ,Asset Tag: unknown,VMware ESXi Alternate Boot Bank,10.128.68.102,176178278,VMware,-1,,"",1,1,,VMHost,Server,,
2492,wdc-devtest4-14,ProLiant BL685c G7,"",4,,0,"",USE05158EL,Asset Tag: unknown,VMware ESXi Alternate Boot Bank,10.128.68.104,176178280,VMware,-1,,"",1,1,,VMHost,Server,,
2511,k13-bay4,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE129CMLD,"",Embedded,10.113.50.86,175190614,HP,,,"",12,1,,ILO3,MgmtProc,,
2512,USE129CMLD,ProLiant BL685c G7,"",0,,0,"",USE129CMLD,"","",,,"",,,"",1,1,,HPProLiant,Server,,
2516,Orphan-2516-10.113.66.57,"","",0,,0,"","","","",,,"",,,"",12,1,,None,MgmtProc,,
2526,sc9-prod-vmg3-9-ilo,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE129CMLB,"",Embedded,10.113.192.123,175227003,HP,,,"",12,1,,ILO3,MgmtProc,,
2527,sc9-prod-vmg3-10-ilo,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE129CMLA,"",Embedded,10.113.192.124,175227004,HP,,,"",12,1,,ILO3,MgmtProc,,
2528,sc9-prod-vmg3-10,"","",0,,0,"","","","",10.113.192.128,175227008,"",,,"",11,1,,None,Unknown,,
2533,USE129CMLB,ProLiant BL685c G7,"",0,,0,"",USE129CMLB,"","",,,"",,,"",1,1,,HPProLiant,Server,,
2534,USE129CMLA,ProLiant BL685c G7,"",0,,0,"",USE129CMLA,"","",,,"",,,"",1,1,,HPProLiant,Server,,
2540,sc9-prod-vmg3-11-ilo,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE129CML9,"",Embedded,10.113.192.133,175227013,HP,,,"",12,1,,ILO3,MgmtProc,,
2541,sc9-prod-vmg3-12-ilo,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE129CMLC,"",Embedded,10.113.192.134,175227014,HP,,,"",12,1,,ILO3,MgmtProc,,
2542,USE129CML9,ProLiant BL685c G7,"",0,,0,"",USE129CML9,"","",,,"",,,"",1,1,,HPProLiant,Server,,
2543,USE129CMLC,ProLiant BL685c G7,"",0,,0,"",USE129CMLC,"","",,,"",,,"",1,1,,HPProLiant,Server,,
2544,sc9-prod-vmg3-11,"","",0,,0,"","","","",10.113.192.129,175227009,"",,,"",11,1,,None,Unknown,,
2545,sc9-prod-vmg3-9,"","",0,,0,"","","","",10.113.192.127,175227007,"",,,"",11,1,,None,Unknown,,
2551,10.128.200.130,BladeSystem c7000 DDR2 Onboard Administrator with KVM,"",0,,0,"",OB11BP6536,"",Embedded,10.128.200.130,176212098,HP,,,"",12,1,,OA,MgmtProc,,
2552,wdc-e03-bc1,BladeSystem c7000 Enclosure G2,9,0,,0,"",SGH132PC03,"","",,,"",,,"",14,1,,ServerEnc,Enclosure,,
2553,10.128.200.131,BladeSystem c7000 DDR2 Onboard Administrator with KVM,"",0,,0,"",OB16BP0590,"",Embedded,10.128.200.131,176212099,HP,,,"",12,1,,OA,MgmtProc,,
2554,wdc-e03-bc1_vc_domain,HP Virtual Connect Domain,"",0,,0,"","","","",,,"",,,"",29,0,,c-Class,VCDomain,,
2555,10.128.200.134,HP VC Flex-10 Enet Module,"",0,,0,"",3C4119016X,"","",10.128.200.134,176212102,"",,,"",8,1,,c-Class,Switch,,
2556,10.128.200.135,HP VC Flex-10 Enet Module,"",0,,0,"",3C41190153,"","",10.128.200.135,176212103,"",,,"",8,1,,c-Class,Switch,,
2557,10.128.200.138,HP B-series 8/24c SAN Switch BladeSystem c-Class,"",0,,0,"",CN8126B02Z,"","",10.128.200.138,176212106,"",,,"",8,1,,c-Class,Switch,,
2558,10.128.200.139,HP B-series 8/24c SAN Switch BladeSystem c-Class,"",0,,0,"",CN8126B01R,"","",10.128.200.139,176212107,"",,,"",8,1,,c-Class,Switch,,
2559,wdc-e03-bc1_09SGH132PC03,Rack,"",0,,0,"","","","",,,"",,,"",13,0,,c-Class daisy-chained,Rack,,
2560,10.128.200.132,BladeSystem c7000 DDR2 Onboard Administrator with KVM,"",0,,0,"",OB13BP6663,"",Embedded,10.128.200.132,176212100,HP,,,"",12,1,,OA,MgmtProc,,
2561,wdc-e04-bc1,BladeSystem c7000 Enclosure G2,9,0,,0,"",SGH132PC02,"","",,,"",,,"",14,1,,ServerEnc,Enclosure,,
2562,10.128.200.133,BladeSystem c7000 DDR2 Onboard Administrator with KVM,"",0,,0,"",OB16BP2011,"",Embedded,10.128.200.133,176212101,HP,,,"",12,1,,OA,MgmtProc,,
2563,VCD_09SGH132PC02,HP Virtual Connect Domain,"",0,,0,"","","","",,,"",,,"",29,0,,c-Class,VCDomain,,
2564,10.128.200.136,HP VC Flex-10 Enet Module,"",0,,0,"",3C4119012M,"","",10.128.200.136,176212104,"",,,"",8,1,,c-Class,Switch,,
2565,10.128.200.137,HP VC Flex-10 Enet Module,"",0,,0,"",3C4119012L,"","",10.128.200.137,176212105,"",,,"",8,1,,c-Class,Switch,,
2566,10.128.200.140,HP B-series 8/24c SAN Switch BladeSystem c-Class,"",0,,0,"",CN8125B050,"","",10.128.200.140,176212108,"",,,"",8,1,,c-Class,Switch,,
2567,10.128.200.141,HP B-series 8/24c SAN Switch BladeSystem c-Class,"",0,,0,"",CN8125B05D,"","",10.128.200.141,176212109,"",,,"",8,1,,c-Class,Switch,,
2568,10.128.201.235,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE132DTL7,"",Embedded,10.128.201.235,176212459,HP,,,"",12,1,,ILO3,MgmtProc,,
2569,10.128.201.232,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE132DTL5,"",Embedded,10.128.201.232,176212456,HP,,,"",12,1,,ILO3,MgmtProc,,
2570,wdc-e04-bc1_09SGH132PC02,Rack,"",0,,0,"","","","",,,"",,,"",13,0,,c-Class daisy-chained,Rack,,
2571,wdc-itlab1-2,ProLiant BL680c G7,"",4,,0,"",USE132DTL7,Asset Tag: unknown,VMware ESXi Alternate Boot Bank,10.128.68.201,176178377,VMware,-1,,"",1,1,,VMHost,Server,,
2572,USE132DTL5,ProLiant BL680c G7,"",0,,0,"",USE132DTL5,"","",,,"",,,"",1,1,,HPProLiant,Server,,
2580,10.113.51.228,"","",0,,0,"","","","",10.113.51.228,175191012,"",,,"",11,5,,None,Unknown,,
2581,sc9-prod-vmg3-12,"","",0,,0,"","","","",10.113.192.130,175227010,"",,,"",11,1,,None,Unknown,,
2595,10.128.201.231,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE132DTL2,"",Embedded,10.128.201.231,176212455,HP,,,"",12,1,,ILO3,MgmtProc,,
2596,wdc-itlab2-1,ProLiant BL460c G7,"",2,,0,"",USE132DTL2,Asset Tag: unknown,VMware ESXi Alternate Boot Bank,10.128.68.210,176178386,VMware,-1,,"",1,1,,VMHost,Server,,
2608,10.128.201.244,Integrated Lights-Out 2 (iLO 2),"",0,,0,"",ILOUSE923MM8M,"",Embedded,10.128.201.244,176212468,HP,,,"",12,1,,ILO2,MgmtProc,,
2614,10.113.51.222,"","",0,,0,"","","","",10.113.51.222,175191006,"",,,"",11,5,,None,Unknown,,
2633,10.16.25.227,"","",0,,0,"","","","",10.16.25.227,168827363,"",,,"",0,5,,None,Unmanaged,,
2637,10.16.25.237,"","",0,,0,"","","","",10.16.25.237,168827373,"",,,"",0,5,,None,Unmanaged,,
2638,USE132DTL6,ProLiant BL680c G7,"",0,,0,"",USE132DTL6,"","",,,"",,,"",1,1,,HPProLiant,Server,,
2639,wdc-itlab1-3,ProLiant BL680c G7,"",4,,0,"",USE132DTL4,Asset Tag: unknown,VMware ESXi Alternate Boot Bank,10.128.68.202,176178378,VMware,-1,,"",1,1,,VMHost,Server,,
2640,wdc-itlab2-2,ProLiant BL460c G7,"",2,,0,"",USE132DTL3,Asset Tag: unknown,VMware ESXi Alternate Boot Bank,10.128.68.211,176178387,VMware,-1,,"",1,1,,VMHost,Server,,
2641,10.128.201.237,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE132DTL4,"",Embedded,10.128.201.237,176212461,HP,,,"",12,1,,ILO3,MgmtProc,,
2642,10.128.201.239,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE132DTL6,"",Embedded,10.128.201.239,176212463,HP,,,"",12,1,,ILO3,MgmtProc,,
2643,10.128.201.238,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE132DTL3,"",Embedded,10.128.201.238,176212462,HP,,,"",12,1,,ILO3,MgmtProc,,
2690,10.16.25.220,"","",0,,0,"","","","",10.16.25.220,168827356,"",,,"",0,5,,None,Unmanaged,,
2697,k13-bay6,Integrated Lights-Out 3 (iLO 3),603719-B21,0,,100663296,"12/01/2010, Family I28, Type 03",ILOUSE11285TE,"",Embedded,10.113.50.88,175190616,HP,,,SC9,12,1,,ILO3,MgmtProc,,
2698,k13-bay14,Integrated Lights-Out 3 (iLO 3),"",0,,0,"",ILOUSE11285TC,"",Embedded,10.113.50.96,175190624,HP,,,"",12,1,,ILO3,MgmtProc,,
